pMAE,pRMSE,ocvRMSE,RMSEutrans,MAEutrans,date,algomodel,trgCol,transTarg,task,missing,append,transform,pc,expirament,fold,maxfold,seed,seedit,foldseed,RMSEmean,RMSEmeantrain,hpGen,time,validmethod,tuneLength,cvcount,ignrepeats,adaptivemin,bestTuneparams,btp1,btp2,btp3,btp4,btp5,btp6,btp7,btp8,btp9,btp10,btp11 
0.01,0.01,100,100,100,Wed Aug 02 16:37:25 2017,dummy,8,1,bac latent features,ignore,none,asis,CLOUD,10hp10cv,1,5,403,624,222,0.9,0.9284,random,434,cv,10,10,NA,5,15,1.3312352844514,0.968602964049205,1.30087468028069,1.36411243351176,,,
0.159,0.112,0.711,0.799,0.639,Thu May 03 15:09:07 2018,lasso,1,2,ifs C1 & C2 on C1,ignore,none,quantile,ALTA,15th10hp10cv,1,5,403,624,222,0.9,0.9284,random,4,cv,10,10,NA,5,0.754857493564487
0.175,0.127,0.715,0.786,0.627,Thu May 03 15:09:14 2018,leapBackward,1,2,ifs C1 & C2 on C1,ignore,none,quantile,ALTA,15th10hp10cv,1,5,403,624,222,0.9,0.9284,random,5,cv,10,10,NA,5,3
0.23,0.181,0.718,0.737,0.585,Thu May 03 15:09:19 2018,leapForward,1,2,ifs C1 & C2 on C1,ignore,none,quantile,ALTA,15th10hp10cv,1,5,403,624,222,0.9,0.9284,random,4,cv,10,10,NA,5,2
0.23,0.181,0.721,0.737,0.585,Thu May 03 15:09:24 2018,leapSeq,1,2,ifs C1 & C2 on C1,ignore,none,quantile,ALTA,15th10hp10cv,1,5,403,624,222,0.9,0.9284,random,4,cv,10,10,NA,5,2
0.094,0.062,-1,0.844,0.688,Thu May 03 15:09:29 2018,lm,1,2,ifs C1 & C2 on C1,ignore,none,quantile,ALTA,15th10hp10cv,1,5,403,624,222,0.9,0.9284,random,3,cv,10,10,NA,5,TRUE
0.175,0.127,-1,0.786,0.627,Thu May 03 15:09:38 2018,lmStepAIC,1,2,ifs C1 & C2 on C1,ignore,none,quantile,ALTA,15th10hp10cv,1,5,403,624,222,0.9,0.9284,random,8,cv,10,10,NA,5,none
Fail,Fail,Fail,Fail,PackageFail,Thu May 03 15:09:56 2018,logicBag,1,2,ifs C1 & C2 on C1,ignore,none,quantile,ALTA,15th10hp10cv,1,5,403,624,222,16
Fail,Fail,Fail,Fail,Fail,Thu May 03 15:10:05 2018,logreg,1,2,ifs C1 & C2 on C1,ignore,none,quantile,ALTA,15th10hp10cv,1,5,403,3,222,6
0.728,0.601,0.422,0.359,0.207,Thu May 03 15:10:35 2018,M5,1,2,ifs C1 & C2 on C1,ignore,none,quantile,ALTA,15th10hp10cv,1,5,403,624,222,0.9,0.9284,random,29,cv,10,10,NA,5,Yes,No,No
0.737,0.679,0.63,0.289,0.2,Thu May 03 15:10:51 2018,M5Rules,1,2,ifs C1 & C2 on C1,ignore,none,quantile,ALTA,15th10hp10cv,1,5,403,624,222,0.9,0.9284,random,15,cv,10,10,NA,5,Yes,No
Fail,Fail,Fail,Fail,Fail,Thu May 03 15:10:57 2018,mlpKerasDecay,1,2,ifs C1 & C2 on C1,ignore,none,quantile,ALTA,15th10hp10cv,1,5,403,3,222,4
Fail,Fail,Fail,Fail,Fail,Thu May 03 15:11:03 2018,mlpKerasDropout,1,2,ifs C1 & C2 on C1,ignore,none,quantile,ALTA,15th10hp10cv,1,5,403,6,222,4
0.196,0.148,0.714,0.767,0.611,Thu May 03 15:11:30 2018,msaenet,1,2,ifs C1 & C2 on C1,ignore,none,quantile,ALTA,15th10hp10cv,1,5,403,624,222,0.9,0.9284,random,25,cv,10,10,NA,5,0.105976502900012,10,3.7474649065407
Fail,Fail,Fail,Fail,PackageFail,Thu May 03 15:11:44 2018,mxnet,1,2,ifs C1 & C2 on C1,ignore,none,quantile,ALTA,15th10hp10cv,1,5,403,624,222,12
Fail,Fail,Fail,Fail,PackageFail,Thu May 03 15:11:59 2018,mxnetAdam,1,2,ifs C1 & C2 on C1,ignore,none,quantile,ALTA,15th10hp10cv,1,5,403,624,222,12
0.061,0.103,0.786,0.807,0.714,Thu May 03 15:12:21 2018,nnet,1,2,ifs C1 & C2 on C1,ignore,none,quantile,ALTA,15th10hp10cv,1,5,403,56,222,0.9,0.9284,random,18,cv,10,10,NA,5,5,0.00120364558043089
Fail,Fail,Fail,Fail,Fail,Thu May 03 15:12:29 2018,nnls,1,2,ifs C1 & C2 on C1,ignore,none,quantile,ALTA,15th10hp10cv,1,5,403,624,222,7
0,0,-1,0.9,0.76,Thu May 03 15:12:34 2018,null,1,2,ifs C1 & C2 on C1,ignore,none,quantile,ALTA,15th10hp10cv,1,5,403,624,222,0.9,0.9284,random,3,cv,10,10,NA,5,none
Fail,Fail,Fail,Fail,Fail,Thu May 03 15:12:44 2018,ordinalNet,1,2,ifs C1 & C2 on C1,ignore,none,quantile,ALTA,15th10hp10cv,1,5,403,624,222,9
0.476,0.402,0.545,0.538,0.398,Thu May 03 15:13:12 2018,parRF,1,2,ifs C1 & C2 on C1,ignore,none,quantile,ALTA,15th10hp10cv,1,5,403,307,222,0.9,0.9284,random,27,cv,10,10,NA,5,9
0.124,0.125,0.808,0.788,0.666,Thu May 03 15:13:30 2018,pcaNNet,1,2,ifs C1 & C2 on C1,ignore,none,quantile,ALTA,15th10hp10cv,1,5,403,100,222,0.9,0.9284,random,16,cv,10,10,NA,5,9,0.057056236273341
0.122,-0.031,0.872,0.928,0.667,Thu May 03 15:13:35 2018,pcr,1,2,ifs C1 & C2 on C1,ignore,none,quantile,ALTA,15th10hp10cv,1,5,403,624,222,0.9,0.9284,random,4,cv,10,10,NA,5,6
Fail,Fail,Fail,Fail,PackageFail,Thu May 03 15:13:50 2018,pls,1,2,ifs C1 & C2 on C1,ignore,none,quantile,ALTA,15th10hp10cv,1,5,403,624,222,13
0.236,0.188,0.709,0.731,0.581,Thu May 03 15:14:37 2018,plsRglm,1,2,ifs C1 & C2 on C1,ignore,none,quantile,ALTA,15th10hp10cv,1,5,403,624,222,0.9,0.9284,random,43,cv,10,10,NA,5,1,0.00834439937025309
0.074,0.024,0.831,0.879,0.704,Thu May 03 15:14:47 2018,ppr,1,2,ifs C1 & C2 on C1,ignore,none,quantile,ALTA,15th10hp10cv,1,5,403,624,222,0.9,0.9284,random,8,cv,10,10,NA,5,1
Fail,Fail,Fail,Fail,PackageFail,Thu May 03 15:15:00 2018,pythonKnnReg,1,2,ifs C1 & C2 on C1,ignore,none,quantile,ALTA,15th10hp10cv,1,5,403,624,222,12
0.018,-0.112,1.08,1,0.746,Thu May 03 15:15:54 2018,qrf,1,2,ifs C1 & C2 on C1,ignore,none,quantile,ALTA,15th10hp10cv,1,5,403,242,222,0.9,0.9284,random,49,cv,10,10,NA,5,9
0.445,0.384,0.553,0.555,0.422,Thu May 03 15:16:17 2018,ranger,1,2,ifs C1 & C2 on C1,ignore,none,quantile,ALTA,15th10hp10cv,1,5,403,2,222,0.9,0.9284,random,21,cv,10,10,NA,5,8,variance
0.505,0.432,0.58,0.511,0.376,Thu May 03 15:21:23 2018,Rborist,1,2,ifs C1 & C2 on C1,ignore,none,quantile,ALTA,15th10hp10cv,1,5,403,289,222,0.9,0.9284,random,304,cv,10,10,NA,5,9
0,0.001,0.915,0.899,0.76,Thu May 03 15:21:32 2018,relaxo,1,2,ifs C1 & C2 on C1,ignore,none,quantile,ALTA,15th10hp10cv,1,5,403,624,222,0.9,0.9284,random,7,cv,10,10,NA,5,10.6283382454374,0.362999060424045
0.471,0.396,0.601,0.544,0.402,Thu May 03 15:21:50 2018,rf,1,2,ifs C1 & C2 on C1,ignore,none,quantile,ALTA,15th10hp10cv,1,5,403,127,222,0.9,0.9284,random,16,cv,10,10,NA,5,9
0.094,0.061,0.756,0.845,0.688,Thu May 03 15:21:57 2018,ridge,1,2,ifs C1 & C2 on C1,ignore,none,quantile,ALTA,15th10hp10cv,1,5,403,624,222,0.9,0.9284,random,6,cv,10,10,NA,5,0.0143846456918126
0.237,0.195,0.777,0.725,0.58,Thu May 03 15:22:05 2018,rlm,1,2,ifs C1 & C2 on C1,ignore,none,quantile,ALTA,15th10hp10cv,1,5,403,624,222,0.9,0.9284,random,6,cv,10,10,NA,5,TRUE,psi.huber
0.406,0.203,0.711,0.717,0.452,Thu May 03 15:22:10 2018,rpart,1,2,ifs C1 & C2 on C1,ignore,none,quantile,ALTA,15th10hp10cv,1,5,403,624,222,0.9,0.9284,random,4,cv,10,10,NA,5,0.021082082760219
0.441,0.229,-1,0.694,0.424,Thu May 03 15:22:16 2018,rpart1SE,1,2,ifs C1 & C2 on C1,ignore,none,quantile,ALTA,15th10hp10cv,1,5,403,80,222,0.9,0.9284,random,3,cv,10,10,NA,5,none
0.441,0.229,0.733,0.694,0.424,Thu May 03 15:22:22 2018,rpart2,1,2,ifs C1 & C2 on C1,ignore,none,quantile,ALTA,15th10hp10cv,1,5,403,624,222,0.9,0.9284,random,4,cv,10,10,NA,5,6
Fail,Fail,Fail,Fail,Fail,Thu May 03 15:22:28 2018,rqlasso,1,2,ifs C1 & C2 on C1,ignore,none,quantile,ALTA,15th10hp10cv,1,5,403,3,222,4
Fail,Fail,Fail,Fail,Fail,Thu May 03 15:22:32 2018,rqnc,1,2,ifs C1 & C2 on C1,ignore,none,quantile,ALTA,15th10hp10cv,1,5,403,6,222,4
0.506,0.43,0.562,0.513,0.375,Thu May 03 15:23:39 2018,RRF,1,2,ifs C1 & C2 on C1,ignore,none,quantile,ALTA,15th10hp10cv,1,5,403,35,222,0.9,0.9284,random,65,cv,10,10,NA,5,9,0.527756502619013,0.350896024378017
0.438,0.361,0.548,0.575,0.427,Thu May 03 15:24:06 2018,RRFglobal,1,2,ifs C1 & C2 on C1,ignore,none,quantile,ALTA,15th10hp10cv,1,5,403,616,222,0.9,0.9284,random,25,cv,10,10,NA,5,8,0.98749637324363
0.06,0.067,-1,0.84,0.714,Thu May 03 15:24:13 2018,rvmLinear,1,2,ifs C1 & C2 on C1,ignore,none,quantile,ALTA,15th10hp10cv,1,5,403,624,222,0.9,0.9284,random,5,cv,10,10,NA,5,none
0.219,0.135,0.785,0.779,0.594,Thu May 03 15:24:27 2018,rvmPoly,1,2,ifs C1 & C2 on C1,ignore,none,quantile,ALTA,15th10hp10cv,1,5,403,624,222,0.9,0.9284,random,13,cv,10,10,NA,5,1.00989821403074e-05,1
0.447,0.373,0.596,0.564,0.42,Thu May 03 15:24:47 2018,rvmRadial,1,2,ifs C1 & C2 on C1,ignore,none,quantile,ALTA,15th10hp10cv,1,5,403,624,222,0.9,0.9284,random,18,cv,10,10,NA,5,0.131854390762704
0.318,0.2,0.834,0.72,0.518,Thu May 03 15:34:00 2018,SBC,1,2,ifs C1 & C2 on C1,ignore,none,quantile,ALTA,15th10hp10cv,1,5,403,80,222,0.9,0.9284,random,551,nohyperparameters,4,10,no rep,no min,1,0.5,0
0.097,0.064,0.799,0.842,0.686,Thu May 03 15:34:08 2018,simpls,1,2,ifs C1 & C2 on C1,ignore,none,quantile,ALTA,15th10hp10cv,1,5,403,624,222,0.9,0.9284,random,5,cv,10,10,NA,5,3
0.129,0.089,0.729,0.82,0.662,Thu May 03 15:35:48 2018,spikeslab,1,2,ifs C1 & C2 on C1,ignore,none,quantile,ALTA,15th10hp10cv,1,5,403,567,222,0.9,0.9284,random,98,cv,10,10,NA,5,7
0.077,0.046,0.773,0.859,0.701,Thu May 03 15:36:02 2018,spls,1,2,ifs C1 & C2 on C1,ignore,none,quantile,ALTA,15th10hp10cv,1,5,403,624,222,0.9,0.9284,random,12,cv,10,10,NA,5,4,0.837490431498736,0.0906932612415403
0.24,0.166,0.772,0.75,0.577,Thu May 03 15:36:12 2018,superpc,1,2,ifs C1 & C2 on C1,ignore,none,quantile,ALTA,15th10hp10cv,1,5,403,624,222,0.9,0.9284,random,8,cv,10,10,NA,5,0.763600510079414,3
Fail,Fail,Fail,Fail,Fail,Thu May 03 15:36:18 2018,svmBoundrangeString,1,2,ifs C1 & C2 on C1,ignore,none,quantile,ALTA,15th10hp10cv,1,5,403,3,222,4
Fail,Fail,Fail,Fail,Fail,Thu May 03 15:36:24 2018,svmExpoString,1,2,ifs C1 & C2 on C1,ignore,none,quantile,ALTA,15th10hp10cv,1,5,403,6,222,4
0.435,0.304,0.756,0.627,0.429,Thu May 03 15:40:35 2018,svmLinear,1,2,ifs C1 & C2 on C1,ignore,none,quantile,ALTA,15th10hp10cv,1,5,403,624,222,0.9,0.9284,random,249,cv,10,10,NA,5,0.403082666927136
0.399,0.294,0.794,0.636,0.457,Thu May 03 15:44:54 2018,svmLinear2,1,2,ifs C1 & C2 on C1,ignore,none,quantile,ALTA,15th10hp10cv,1,5,403,624,222,0.9,0.9284,random,257,cv,10,10,NA,5,0.133678303117514
0.102,0.066,0.728,0.841,0.682,Thu May 03 15:45:09 2018,svmLinear3,1,2,ifs C1 & C2 on C1,ignore,none,quantile,ALTA,15th10hp10cv,1,5,403,624,222,0.9,0.9284,random,13,cv,10,10,NA,5,3.68711803794825,L1
0.584,0.568,0.64,0.389,0.316,Thu May 03 15:45:28 2018,svmPoly,1,2,ifs C1 & C2 on C1,ignore,none,quantile,ALTA,15th10hp10cv,1,5,403,624,222,0.9,0.9284,random,17,cv,10,10,NA,5,2,0.0373694405651747,6.95669623062434
0.009,0.007,0.907,0.894,0.753,Thu May 03 15:45:39 2018,svmRadial,1,2,ifs C1 & C2 on C1,ignore,none,quantile,ALTA,15th10hp10cv,1,5,403,624,222,0.9,0.9284,random,10,cv,10,10,NA,5,0.111233254413069,6.48560726252116
0.009,0.007,0.903,0.894,0.753,Thu May 03 15:45:50 2018,svmRadialCost,1,2,ifs C1 & C2 on C1,ignore,none,quantile,ALTA,15th10hp10cv,1,5,403,624,222,0.9,0.9284,random,9,cv,10,10,NA,5,2.00130559701919
0.009,0.007,0.909,0.894,0.753,Thu May 03 15:46:01 2018,svmRadialSigma,1,2,ifs C1 & C2 on C1,ignore,none,quantile,ALTA,15th10hp10cv,1,5,403,624,222,0.9,0.9284,random,9,cv,10,10,NA,5,0.18178615104758,7.33252006201844
Fail,Fail,Fail,Fail,Fail,Thu May 03 15:46:07 2018,svmSpectrumString,1,2,ifs C1 & C2 on C1,ignore,none,quantile,ALTA,15th10hp10cv,1,5,403,3,222,5
0.442,0.342,-1,0.592,0.424,Thu May 03 15:46:21 2018,treebag,1,2,ifs C1 & C2 on C1,ignore,none,quantile,ALTA,15th10hp10cv,1,5,403,128,222,0.9,0.9284,random,12,cv,10,10,NA,5,none
0.083,0.048,0.75,0.857,0.697,Thu May 03 15:47:15 2018,widekernelpls,1,2,ifs C1 & C2 on C1,ignore,none,quantile,ALTA,15th10hp10cv,1,5,403,624,222,0.9,0.9284,random,7,cv,10,10,NA,5,2
0.624,0.581,0.447,0.377,0.286,Thu May 03 15:47:52 2018,xgbLinear,1,2,ifs C1 & C2 on C1,ignore,none,quantile,ALTA,15th10hp10cv,1,5,403,208,222,0.9,0.9284,random,35,cv,10,10,NA,5,26,1.03238496786776e-05,0.363506738606347,2.44986961735412
0.309,0.241,0.698,0.683,0.525,Thu May 03 15:51:07 2018,xgbTree,1,2,ifs C1 & C2 on C1,ignore,none,quantile,ALTA,15th10hp10cv,1,5,403,552,222,0.9,0.9284,random,193,cv,10,10,NA,5,267,10,0.417713878042065,4.14017958100885,0.436218214873224,7,0.847650045820046
0.3,0.246,0.738,0.679,0.532,Thu May 03 15:51:38 2018,xyf,1,2,ifs C1 & C2 on C1,ignore,none,quantile,ALTA,15th10hp10cv,1,5,403,518,222,0.9,0.9284,random,27,cv,10,10,NA,5,1,6,0.890933097614907,hexagonal
0.079,0.053,0.825,0.852,0.7,Thu May 03 16:00:56 2018,avNNet,1,2,ifs C1 & C2 on C1,ignore,none,all,ALTA,15th10hp10cv,1,5,403,287,222,0.9,0.9284,random,551,cv,10,10,NA,5,14,0.0780052907740497,FALSE
Fail,Fail,Fail,Fail,Fail,Thu May 03 16:01:07 2018,bag,1,2,ifs C1 & C2 on C1,ignore,none,all,ALTA,15th10hp10cv,1,5,403,624,222,8
0.461,0.39,0.505,0.548,0.409,Thu May 03 16:19:23 2018,bagEarth,1,2,ifs C1 & C2 on C1,ignore,none,all,ALTA,15th10hp10cv,1,5,403,256,222,0.9,0.9284,random,1094,cv,10,10,NA,5,15,2
0.217,0.115,-1,0.797,0.596,Thu May 03 16:25:22 2018,bagEarthGCV,1,2,ifs C1 & C2 on C1,ignore,none,all,ALTA,15th10hp10cv,1,5,403,256,222,0.9,0.9284,random,291,cv,10,10,NA,5,1
0.346,0.036,0.573,0.867,0.497,Thu May 03 16:33:38 2018,bartMachine,1,2,ifs C1 & C2 on C1,ignore,none,all,ALTA,15th10hp10cv,1,5,403,525,222,0.9,0.9284,random,434,cv,10,10,NA,5,15,1.3312352844514,0.968602964049205,1.30087468028069,1.36411243351176
0.075,0.057,-1,0.849,0.703,Thu May 03 16:34:08 2018,bayesglm,1,2,ifs C1 & C2 on C1,ignore,none,all,ALTA,15th10hp10cv,1,5,403,624,222,0.9,0.9284,random,8,cv,10,10,NA,5,none
0.517,0.505,-1,0.446,0.367,Sat May 12 15:05:32 2018,regr.bartMachine,1,2,ifs C1 & C2 on C1,ignore,none,YeoJohnson,ALTA,15th10hp10cv,1,5,403,480,222,0.9,0.9284,nohyperparam,5,cv,10,10,NA,5,
0.18,0.149,-1,0.766,0.623,Sat May 12 15:05:34 2018,regr.bcart,1,2,ifs C1 & C2 on C1,ignore,none,YeoJohnson,ALTA,15th10hp10cv,1,5,403,486,222,0.9,0.9284,nohyperparam,2,cv,10,10,NA,5,
NA,NA,-1,NA,NA,Sat May 12 15:05:36 2018,regr.bdk,1,2,ifs C1 & C2 on C1,ignore,none,YeoJohnson,ALTA,15th10hp10cv,1,5,403,486,222,0.9,0.9284,nohyperparam,1,cv,10,10,NA,5,
0.521,0.408,0.618,0.533,0.364,Sat May 12 15:06:52 2018,regr.blackboost,1,2,ifs C1 & C2 on C1,ignore,none,YeoJohnson,ALTA,15th10hp10cv,1,5,403,71,222,0.9,0.9284,random,76,cv,10,10,NA,5,9,124
-0.01,-0.027,-1,0.924,0.767,Sat May 12 15:06:55 2018,regr.blm,1,2,ifs C1 & C2 on C1,ignore,none,YeoJohnson,ALTA,15th10hp10cv,1,5,403,77,222,0.9,0.9284,nohyperparam,2,cv,10,10,NA,5,
0.18,0.168,-1,0.749,0.623,Sat May 12 15:06:57 2018,regr.brnn,1,2,ifs C1 & C2 on C1,ignore,none,YeoJohnson,ALTA,15th10hp10cv,1,5,403,99,222,0.9,0.9284,nohyperparam,2,cv,10,10,NA,5,
0.143,0.102,-1,0.808,0.651,Sat May 12 15:06:58 2018,regr.bst,1,2,ifs C1 & C2 on C1,ignore,none,YeoJohnson,ALTA,15th10hp10cv,1,5,403,99,222,0.9,0.9284,nohyperparam,1,cv,10,10,NA,5,
0.374,0.173,-1,0.744,0.476,Sat May 12 15:07:03 2018,regr.btlm,1,2,ifs C1 & C2 on C1,ignore,none,YeoJohnson,ALTA,15th10hp10cv,1,5,403,105,222,0.9,0.9284,nohyperparam,4,cv,10,10,NA,5,
0.294,0.233,-1,0.691,0.536,Sat May 12 15:07:05 2018,regr.cforest,1,2,ifs C1 & C2 on C1,ignore,none,YeoJohnson,ALTA,15th10hp10cv,1,5,403,104,222,0.9,0.9284,nohyperparam,2,cv,10,10,NA,5,
Fail,Fail,Fail,Fail,PackageFail,Sat May 12 15:07:26 2018,regr.crs,1,2,ifs C1 & C2 on C1,ignore,none,YeoJohnson,ALTA,15th10hp10cv,1,5,21
0.433,0.216,-1,0.705,0.431,Sat May 12 15:07:27 2018,regr.ctree,1,2,ifs C1 & C2 on C1,ignore,none,YeoJohnson,ALTA,15th10hp10cv,1,5,403,104,222,0.9,0.9284,nohyperparam,1,cv,10,10,NA,5,
0.742,0.419,-1,0.523,0.197,Sat May 12 15:07:41 2018,regr.cubist,1,2,ifs C1 & C2 on C1,ignore,none,YeoJohnson,ALTA,15th10hp10cv,1,5,403,108,222,0.9,0.9284,nohyperparam,1,cv,10,10,NA,5,
0.07,0.074,-1,0.833,0.707,Sat May 12 15:07:42 2018,regr.cvglmnet,1,2,ifs C1 & C2 on C1,ignore,none,YeoJohnson,ALTA,15th10hp10cv,1,5,403,188,222,0.9,0.9284,nohyperparam,1,cv,10,10,NA,5,
0.079,-0.064,-1,0.957,0.7,Sat May 12 15:07:44 2018,regr.earth,1,2,ifs C1 & C2 on C1,ignore,none,YeoJohnson,ALTA,15th10hp10cv,1,5,403,188,222,0.9,0.9284,nohyperparam,1,cv,10,10,NA,5,
-0.001,0.014,-1,0.888,0.76,Sat May 12 15:07:44 2018,regr.elmNN,1,2,ifs C1 & C2 on C1,ignore,none,YeoJohnson,ALTA,15th10hp10cv,1,5,403,198,222,0.9,0.9284,nohyperparam,1,cv,10,10,NA,5,
0.493,0.495,-1,0.455,0.386,Sat May 12 15:07:51 2018,regr.evtree,1,2,ifs C1 & C2 on C1,ignore,none,YeoJohnson,ALTA,15th10hp10cv,1,5,403,600,222,0.9,0.9284,nohyperparam,6,cv,10,10,NA,5,
0.611,0.544,0.509,0.41,0.295,Sat May 12 15:10:36 2018,regr.extraTrees,1,2,ifs C1 & C2 on C1,ignore,none,YeoJohnson,ALTA,15th10hp10cv,1,5,403,560,222,0.9,0.9284,random,165,cv,10,10,NA,5,8,3
0,0,-1,0.9,0.76,Sat May 12 15:10:48 2018,regr.featureless,1,2,ifs C1 & C2 on C1,ignore,none,YeoJohnson,ALTA,15th10hp10cv,1,5,403,560,222,0.9,0.9284,nohyperparam,7,cv,10,10,NA,5,
0.129,0.045,-1,0.86,0.662,Sat May 12 15:10:53 2018,regr.fnn,1,2,ifs C1 & C2 on C1,ignore,none,YeoJohnson,ALTA,15th10hp10cv,1,5,403,560,222,0.9,0.9284,nohyperparam,5,cv,10,10,NA,5,
0.07,0.002,-1,0.898,0.707,Sat May 12 15:10:58 2018,regr.frbs,1,2,ifs C1 & C2 on C1,ignore,none,YeoJohnson,ALTA,15th10hp10cv,1,5,403,560,222,0.9,0.9284,nohyperparam,4,cv,10,10,NA,5,
0.205,0.132,-1,0.781,0.604,Sat May 12 15:11:04 2018,regr.gamboost,1,2,ifs C1 & C2 on C1,ignore,none,YeoJohnson,ALTA,15th10hp10cv,1,5,403,560,222,0.9,0.9284,nohyperparam,6,cv,10,10,NA,5,
0.265,0.221,-1,0.701,0.559,Sat May 12 15:11:05 2018,regr.gausspr,1,2,ifs C1 & C2 on C1,ignore,none,YeoJohnson,ALTA,15th10hp10cv,1,5,403,16,222,0.9,0.9284,nohyperparam,1,cv,10,10,NA,5,
0.08,0.111,0.776,0.8,0.699,Sat May 12 15:11:13 2018,regr.gbm,1,2,ifs C1 & C2 on C1,ignore,none,YeoJohnson,ALTA,15th10hp10cv,1,5,403,184,222,0.9,0.9284,random,8,cv,10,10,NA,5,164,2,0.436972940755542,9
0.049,0.018,-1,0.884,0.722,Sat May 12 15:11:14 2018,regr.glm,1,2,ifs C1 & C2 on C1,ignore,none,YeoJohnson,ALTA,15th10hp10cv,1,5,403,184,222,0.9,0.9284,nohyperparam,1,cv,10,10,NA,5,
0.084,0.042,0.795,0.863,0.696,Sat May 12 15:11:25 2018,regr.glmboost,1,2,ifs C1 & C2 on C1,ignore,none,YeoJohnson,ALTA,15th10hp10cv,1,5,403,364,222,0.9,0.9284,random,11,cv,10,10,NA,5,8,0.761273361742496
0.106,0.066,0.812,0.841,0.679,Sat May 12 15:11:32 2018,regr.glmnet,1,2,ifs C1 & C2 on C1,ignore,none,YeoJohnson,ALTA,15th10hp10cv,1,5,403,544,222,0.9,0.9284,random,7,cv,10,10,NA,5,0.0827213265001774,0.196708831936806
0.004,-0.084,-1,0.975,0.757,Sat May 12 15:11:55 2018,regr.h2o.deeplearning,1,2,ifs C1 & C2 on C1,ignore,none,YeoJohnson,ALTA,15th10hp10cv,1,5,403,544,222,0.9,0.9284,nohyperparam,22,cv,10,10,NA,5,
0.497,0.467,-1,0.48,0.383,Sat May 12 15:12:01 2018,regr.h2o.gbm,1,2,ifs C1 & C2 on C1,ignore,none,YeoJohnson,ALTA,15th10hp10cv,1,5,403,544,222,0.9,0.9284,nohyperparam,5,cv,10,10,NA,5,
NA,NA,-1,NA,NA,Sat May 12 15:12:06 2018,regr.h2o.glm,1,2,ifs C1 & C2 on C1,ignore,none,YeoJohnson,ALTA,15th10hp10cv,1,5,403,544,222,0.9,0.9284,nohyperparam,5,cv,10,10,NA,5,
0.328,0.296,-1,0.634,0.511,Sat May 12 15:12:10 2018,regr.h2o.randomForest,1,2,ifs C1 & C2 on C1,ignore,none,YeoJohnson,ALTA,15th10hp10cv,1,5,403,544,222,0.9,0.9284,nohyperparam,4,cv,10,10,NA,5,
0.275,0.207,-1,0.714,0.551,Sat May 12 15:12:12 2018,regr.IBk,1,2,ifs C1 & C2 on C1,ignore,none,YeoJohnson,ALTA,15th10hp10cv,1,5,403,544,222,0.9,0.9284,nohyperparam,2,cv,10,10,NA,5,
Fail,Fail,Fail,Fail,PackageFail,Sat May 12 15:12:28 2018,regr.kknn,1,2,ifs C1 & C2 on C1,ignore,none,YeoJohnson,ALTA,15th10hp10cv,1,5,16
0.631,0.575,-1,0.383,0.28,Sat May 12 15:13:01 2018,regr.km,1,2,ifs C1 & C2 on C1,ignore,none,YeoJohnson,ALTA,15th10hp10cv,1,5,403,100,222,0.9,0.9284,nohyperparam,32,cv,10,10,NA,5,
0.337,0.31,0.731,0.621,0.504,Sat May 12 15:13:10 2018,regr.ksvm,1,2,ifs C1 & C2 on C1,ignore,none,YeoJohnson,ALTA,15th10hp10cv,1,5,403,362,222,0.9,0.9284,random,9,cv,10,10,NA,5,1.20362864901083,0.0680465628817312
0.37,0.282,-1,0.646,0.479,Sat May 12 15:13:28 2018,regr.laGP,1,2,ifs C1 & C2 on C1,ignore,none,YeoJohnson,ALTA,15th10hp10cv,1,5,403,362,222,0.9,0.9284,nohyperparam,17,cv,10,10,NA,5,
0.456,0.299,-1,0.631,0.413,Sat May 12 15:13:39 2018,regr.LiblineaRL2L1SVR,1,2,ifs C1 & C2 on C1,ignore,none,YeoJohnson,ALTA,15th10hp10cv,1,5,403,392,222,0.9,0.9284,nohyperparam,11,cv,10,10,NA,5,
0.04,0.006,-1,0.894,0.729,Sat May 12 15:13:46 2018,regr.LiblineaRL2L2SVR,1,2,ifs C1 & C2 on C1,ignore,none,YeoJohnson,ALTA,15th10hp10cv,1,5,403,392,222,0.9,0.9284,nohyperparam,7,cv,10,10,NA,5,
0.049,0.018,-1,0.884,0.722,Sat May 12 15:13:47 2018,regr.lm,1,2,ifs C1 & C2 on C1,ignore,none,YeoJohnson,ALTA,15th10hp10cv,1,5,403,392,222,0.9,0.9284,nohyperparam,1,cv,10,10,NA,5,
Fail,Fail,Fail,Fail,PrePackageFail,Sat May 12 15:13:47 2018,regr.mars,1,2,ifs C1 & C2 on C1,ignore,none,YeoJohnson,ALTA,15th10hp10cv,1,5,0
0.049,0.018,-1,0.884,0.722,Sat May 12 15:13:48 2018,regr.mob,1,2,ifs C1 & C2 on C1,ignore,none,YeoJohnson,ALTA,15th10hp10cv,1,5,403,392,222,0.9,0.9284,nohyperparam,1,cv,10,10,NA,5,
0.301,0.145,0.746,0.77,0.531,Sat May 12 15:14:22 2018,regr.nnet,1,2,ifs C1 & C2 on C1,ignore,none,YeoJohnson,ALTA,15th10hp10cv,1,5,403,371,222,0.9,0.9284,random,34,cv,10,10,NA,5,14,0.0484138646421321
