0.004,0.055,23,1.159,0.813,Thu Aug 10 19:23:41 2017,knn,8,1,smoothed switches between -C2-U3 & C2+U3 based on C1,ignore,none,range01,1.2269405224,random,3260,3,cv,5,6,1,5,23,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 19:23:45 2017,krlsPoly,8,1,smoothed switches between -C2-U3 & C2+U3 based on C1,ignore,none,range01,4,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 19:23:50 2017,krlsRadial,8,1,smoothed switches between -C2-U3 & C2+U3 based on C1,ignore,none,range01,4,,,,,,,,,,,,,,,
-0.004,-0.006,0.062,1.235,0.82,Thu Aug 10 19:23:53 2017,lars,8,1,smoothed switches between -C2-U3 & C2+U3 based on C1,ignore,none,range01,1.2269405224,random,3263,2,cv,5,6,1,5,0.0615434842,,,,,,
-0.01,-0.01,5,1.24,0.825,Thu Aug 10 19:23:55 2017,lars2,8,1,smoothed switches between -C2-U3 & C2+U3 based on C1,ignore,none,range01,1.2269405224,random,3264,2,cv,5,6,1,5,5,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 19:23:59 2017,lasso,8,1,smoothed switches between -C2-U3 & C2+U3 based on C1,ignore,none,range01,3,,,,,,,,,,,,,,,
-0.155,-0.091,8,1.339,0.943,Thu Aug 10 19:24:02 2017,leapBackward,8,1,smoothed switches between -C2-U3 & C2+U3 based on C1,ignore,none,range01,1.2269405224,random,3266,2,cv,5,6,1,5,8,,,,,,
-0.155,-0.091,8,1.339,0.943,Thu Aug 10 19:24:05 2017,leapForward,8,1,smoothed switches between -C2-U3 & C2+U3 based on C1,ignore,none,range01,1.2269405224,random,3267,2,cv,5,6,1,5,8,,,,,,
-0.144,-0.087,5,1.333,0.934,Thu Aug 10 19:24:07 2017,leapSeq,8,1,smoothed switches between -C2-U3 & C2+U3 based on C1,ignore,none,range01,1.2269405224,random,3268,2,cv,5,6,1,5,5,,,,,,
-0.155,-0.091,-1,1.339,0.943,Thu Aug 10 19:24:11 2017,lm,8,1,smoothed switches between -C2-U3 & C2+U3 based on C1,ignore,none,range01,1.2269405224,random,3269,2,cv,5,6,1,5,TRUE,,,,,,
-0.124,-0.069,-1,1.312,0.918,Thu Aug 10 19:24:17 2017,lmStepAIC,8,1,smoothed switches between -C2-U3 & C2+U3 based on C1,ignore,none,range01,1.2269405224,random,3270,5,cv,5,6,1,5,none,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 19:24:22 2017,logicBag,8,1,smoothed switches between -C2-U3 & C2+U3 based on C1,ignore,none,range01,5,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 19:24:27 2017,logreg,8,1,smoothed switches between -C2-U3 & C2+U3 based on C1,ignore,none,range01,4,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 19:24:28 2017,M5,8,1,smoothed switches between -C2-U3 & C2+U3 based on C1,ignore,none,range01,0,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 19:24:29 2017,M5Rules,8,1,smoothed switches between -C2-U3 & C2+U3 based on C1,ignore,none,range01,1,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 19:24:38 2017,msaenet,8,1,smoothed switches between -C2-U3 & C2+U3 based on C1,ignore,none,range01,8,,,,,,,,,,,,,,,
-0.117,0.037,0.003,1.182,0.913,Thu Aug 10 19:24:45 2017,nnet,8,1,smoothed switches between -C2-U3 & C2+U3 based on C1,ignore,none,range01,1.2269405224,random,3276,6,cv,5,6,1,5,2,0.0025094766,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 19:24:48 2017,nnls,8,1,smoothed switches between -C2-U3 & C2+U3 based on C1,ignore,none,range01,3,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 19:24:49 2017,ordinalNet,8,1,smoothed switches between -C2-U3 & C2+U3 based on C1,ignore,none,range01,0,,,,,,,,,,,,,,,
0.064,0.078,8,1.132,0.765,Thu Aug 10 19:25:26 2017,parRF,8,1,smoothed switches between -C2-U3 & C2+U3 based on C1,ignore,none,range01,1.2269405224,random,3279,36,cv,5,6,1,5,8,,,,,,
0,-0.002,6.588,1.23,0.817,Thu Aug 10 19:25:34 2017,pcaNNet,8,1,smoothed switches between -C2-U3 & C2+U3 based on C1,ignore,none,range01,1.2269405224,random,3280,8,cv,5,6,1,5,15,6.5877658928,,,,,
-0.028,-0.028,3,1.261,0.84,Thu Aug 10 19:25:37 2017,pcr,8,1,smoothed switches between -C2-U3 & C2+U3 based on C1,ignore,none,range01,1.2269405224,random,3281,2,cv,5,6,1,5,3,,,,,,
Fail,Fail,Fail,Fail,PackageFail,Thu Aug 10 19:25:58 2017,pls,8,1,smoothed switches between -C2-U3 & C2+U3 based on C1,ignore,none,range01,24,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 19:27:42 2017,plsRglm,8,1,smoothed switches between -C2-U3 & C2+U3 based on C1,ignore,none,range01,8,,,,,,,,,,,,,,,
-0.317,-0.207,1,1.481,1.075,Thu Aug 10 19:27:47 2017,ppr,8,1,smoothed switches between -C2-U3 & C2+U3 based on C1,ignore,none,range01,1.2269405224,random,3284,4,cv,5,6,1,5,1,,,,,,
Fail,Fail,Fail,Fail,PackageFail,Thu Aug 10 19:28:13 2017,pythonKnnReg,8,1,smoothed switches between -C2-U3 & C2+U3 based on C1,ignore,none,range01,30,,,,,,,,,,,,,,,
-0.509,-0.318,9,1.617,1.232,Thu Aug 10 19:29:00 2017,qrf,8,1,smoothed switches between -C2-U3 & C2+U3 based on C1,ignore,none,range01,1.2269405224,random,3286,45,cv,5,6,1,5,9,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 19:29:07 2017,qrnn,8,1,smoothed switches between -C2-U3 & C2+U3 based on C1,ignore,none,range01,5,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 19:29:08 2017,randomGLM,8,1,smoothed switches between -C2-U3 & C2+U3 based on C1,ignore,none,range01,0,,,,,,,,,,,,,,,
0.057,0.075,8,1.134,0.77,Thu Aug 10 19:29:18 2017,ranger,8,1,smoothed switches between -C2-U3 & C2+U3 based on C1,ignore,none,range01,1.2269405224,random,3289,10,cv,5,6,1,5,8,,,,,,
0.009,0.029,6,1.191,0.81,Thu Aug 10 19:33:15 2017,Rborist,8,1,smoothed switches between -C2-U3 & C2+U3 based on C1,ignore,none,range01,1.2269405224,random,3290,236,cv,5,6,1,5,6,,,,,,
-0.61,-0.328,44.776,1.629,1.315,Thu Aug 10 19:33:27 2017,relaxo,8,1,smoothed switches between -C2-U3 & C2+U3 based on C1,ignore,none,range01,1.2269405224,random,3291,4,cv,5,6,1,5,44.775969509,0.1920594601,,,,,
0.075,0.094,9,1.112,0.756,Thu Aug 10 19:34:05 2017,rf,8,1,smoothed switches between -C2-U3 & C2+U3 based on C1,ignore,none,range01,1.2269405224,random,3292,37,cv,5,6,1,5,9,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 19:34:09 2017,ridge,8,1,smoothed switches between -C2-U3 & C2+U3 based on C1,ignore,none,range01,4,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 19:34:14 2017,rlm,8,1,smoothed switches between -C2-U3 & C2+U3 based on C1,ignore,none,range01,4,,,,,,,,,,,,,,,
-0.001,-0.003,0.051,1.231,0.818,Thu Aug 10 19:34:17 2017,rpart,8,1,smoothed switches between -C2-U3 & C2+U3 based on C1,ignore,none,range01,1.2269405224,random,3295,3,cv,5,6,1,5,0.0513199072,,,,,,
-0.26,-0.179,-1,1.447,1.029,Thu Aug 10 19:34:20 2017,rpart1SE,8,1,smoothed switches between -C2-U3 & C2+U3 based on C1,ignore,none,range01,1.2269405224,random,3296,2,cv,5,6,1,5,none,,,,,,
-0.232,-0.165,5,1.429,1.006,Thu Aug 10 19:34:23 2017,rpart2,8,1,smoothed switches between -C2-U3 & C2+U3 based on C1,ignore,none,range01,1.2269405224,random,3297,3,cv,5,6,1,5,5,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 19:34:24 2017,rqlasso,8,1,smoothed switches between -C2-U3 & C2+U3 based on C1,ignore,none,range01,1,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 19:34:24 2017,rqnc,8,1,smoothed switches between -C2-U3 & C2+U3 based on C1,ignore,none,range01,0,,,,,,,,,,,,,,,
0.055,0.069,0.398,1.142,0.772,Thu Aug 10 19:35:29 2017,RRF,8,1,smoothed switches between -C2-U3 & C2+U3 based on C1,ignore,none,range01,1.2269405224,random,3300,65,cv,5,6,1,5,7,0.4819109344,0.3977526785,,,,
0.071,0.087,0.794,1.12,0.759,Thu Aug 10 19:36:00 2017,RRFglobal,8,1,smoothed switches between -C2-U3 & C2+U3 based on C1,ignore,none,range01,1.2269405224,random,3301,30,cv,5,6,1,5,9,0.7944078741,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 19:36:10 2017,rvmLinear,8,1,smoothed switches between -C2-U3 & C2+U3 based on C1,ignore,none,range01,10,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 19:37:06 2017,rvmPoly,8,1,smoothed switches between -C2-U3 & C2+U3 based on C1,ignore,none,range01,55,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 19:37:51 2017,rvmRadial,8,1,smoothed switches between -C2-U3 & C2+U3 based on C1,ignore,none,range01,45,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 19:37:55 2017,SBC,8,1,smoothed switches between -C2-U3 & C2+U3 based on C1,ignore,none,range01,4,,,,,,,,,,,,,,,
-0.155,-0.091,4,1.339,0.943,Thu Aug 10 19:37:58 2017,simpls,8,1,smoothed switches between -C2-U3 & C2+U3 based on C1,ignore,none,range01,1.2269405224,random,3306,2,cv,5,6,1,5,4,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 19:39:20 2017,spikeslab,8,1,smoothed switches between -C2-U3 & C2+U3 based on C1,ignore,none,range01,81,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 19:39:24 2017,spls,8,1,smoothed switches between -C2-U3 & C2+U3 based on C1,ignore,none,range01,4,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 19:39:28 2017,superpc,8,1,smoothed switches between -C2-U3 & C2+U3 based on C1,ignore,none,range01,3,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 19:39:28 2017,svmBoundrangeString,8,1,smoothed switches between -C2-U3 & C2+U3 based on C1,ignore,none,range01,0,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 19:39:29 2017,svmExpoString,8,1,smoothed switches between -C2-U3 & C2+U3 based on C1,ignore,none,range01,0,,,,,,,,,,,,,,,
NA,NA,1.907,NA,NA,Thu Aug 10 19:39:33 2017,svmLinear,8,1,smoothed switches between -C2-U3 & C2+U3 based on C1,ignore,none,range01,1.2269405224,random,3312,4,cv,5,6,1,5,1.9068308007,,,,,,
-0.196,-0.103,0.131,1.354,0.976,Thu Aug 10 19:39:37 2017,svmLinear2,8,1,smoothed switches between -C2-U3 & C2+U3 based on C1,ignore,none,range01,1.2269405224,random,3313,4,cv,5,6,1,5,0.1307989131,,,,,,
-1.264,-0.727,NA,2.119,1.849,Thu Aug 10 19:39:48 2017,svmLinear3,8,1,smoothed switches between -C2-U3 & C2+U3 based on C1,ignore,none,range01,1.2269405224,random,3314,10,cv,5,6,1,5,0.3342799037,L1,,,,,
NA,NA,97.717,NA,NA,Thu Aug 10 19:39:54 2017,svmPoly,8,1,smoothed switches between -C2-U3 & C2+U3 based on C1,ignore,none,range01,1.2269405224,random,3315,6,cv,5,6,1,5,3,0.3108642536,97.7173432486,,,,
NA,NA,0.258,NA,NA,Thu Aug 10 19:40:00 2017,svmRadial,8,1,smoothed switches between -C2-U3 & C2+U3 based on C1,ignore,none,range01,1.2269405224,random,3316,5,cv,5,6,1,5,2.1556127759,0.258485002,,,,,
NA,NA,0.659,NA,NA,Thu Aug 10 19:40:04 2017,svmRadialCost,8,1,smoothed switches between -C2-U3 & C2+U3 based on C1,ignore,none,range01,1.2269405224,random,3317,4,cv,5,6,1,5,0.6591842268,,,,,,
NA,NA,409.669,NA,NA,Thu Aug 10 19:40:08 2017,svmRadialSigma,8,1,smoothed switches between -C2-U3 & C2+U3 based on C1,ignore,none,range01,1.2269405224,random,3318,4,cv,5,6,1,5,5.1895793437,409.6691783838,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 19:40:09 2017,svmSpectrumString,8,1,smoothed switches between -C2-U3 & C2+U3 based on C1,ignore,none,range01,0,,,,,,,,,,,,,,,
0.059,0.075,-1,1.135,0.768,Thu Aug 10 19:40:16 2017,treebag,8,1,smoothed switches between -C2-U3 & C2+U3 based on C1,ignore,none,range01,1.2269405224,random,3320,7,cv,5,6,1,5,none,,,,,,
-0.146,-0.088,1,1.335,0.936,Thu Aug 10 19:40:33 2017,widekernelpls,8,1,smoothed switches between -C2-U3 & C2+U3 based on C1,ignore,none,range01,1.2269405224,random,3321,16,cv,5,6,1,5,1,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 19:41:04 2017,WM,8,1,smoothed switches between -C2-U3 & C2+U3 based on C1,ignore,none,range01,30,,,,,,,,,,,,,,,
-0.021,0.039,0.889,1.179,0.834,Thu Aug 10 19:41:15 2017,xgbLinear,8,1,smoothed switches between -C2-U3 & C2+U3 based on C1,ignore,none,range01,1.2269405224,random,3323,11,cv,5,6,1,5,54,0.0011229911,0.5543482029,0.8894777026,,,
-0.002,-0.004,733,1.231,0.819,Thu Aug 10 19:42:38 2017,xgbTree,8,1,smoothed switches between -C2-U3 & C2+U3 based on C1,ignore,none,range01,1.2269405224,random,3324,83,cv,5,6,1,5,733,2,0.0247011605,3.7647784664,0.6041338198,6,0.7130891256
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 19:42:44 2017,xyf,8,1,smoothed switches between -C2-U3 & C2+U3 based on C1,ignore,none,range01,6,,,,,,,,,,,,,,,
0.223,0.224,NA,1.013,0.825,Thu Aug 10 20:22:14 2017,avNNet,8,1,switches between -C2-U3 & C2+U3 based on C1,ignore,none,range01,1.304673863,random,3433,14,cv,5,6,1,5,2,2.06180405893371e-05,TRUE,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 20:22:18 2017,bag,8,1,switches between -C2-U3 & C2+U3 based on C1,ignore,none,range01,3,,,,,,,,,,,,,,,
0.278,0.276,7,0.944,0.767,Thu Aug 10 20:23:59 2017,bagEarth,8,1,switches between -C2-U3 & C2+U3 based on C1,ignore,none,range01,1.304673863,random,3435,101,cv,5,6,1,5,7,2,,,,,
0.068,0.072,-1,1.211,0.99,Thu Aug 10 20:24:18 2017,bagEarthGCV,8,1,switches between -C2-U3 & C2+U3 based on C1,ignore,none,range01,1.304673863,random,3436,19,cv,5,6,1,5,1,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 20:24:25 2017,bam,8,1,switches between -C2-U3 & C2+U3 based on C1,ignore,none,range01,6,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 20:24:26 2017,bartMachine,8,1,switches between -C2-U3 & C2+U3 based on C1,ignore,none,range01,1,,,,,,,,,,,,,,,
0.07,0.077,-1,1.204,0.988,Thu Aug 10 20:24:29 2017,bayesglm,8,1,switches between -C2-U3 & C2+U3 based on C1,ignore,none,range01,1.304673863,random,3439,3,cv,5,6,1,5,none,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 20:25:04 2017,blasso,8,1,switches between -C2-U3 & C2+U3 based on C1,ignore,none,range01,35,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 20:25:41 2017,blassoAveraged,8,1,switches between -C2-U3 & C2+U3 based on C1,ignore,none,range01,36,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 20:26:15 2017,bridge,8,1,switches between -C2-U3 & C2+U3 based on C1,ignore,none,range01,34,,,,,,,,,,,,,,,
0.057,0.074,371,1.209,1.002,Thu Aug 10 20:27:47 2017,BstLm,8,1,switches between -C2-U3 & C2+U3 based on C1,ignore,none,range01,1.304673863,random,3443,92,cv,5,6,1,5,371,0.0913702995,,,,,
0.135,0.144,8,1.116,0.919,Thu Aug 10 20:28:06 2017,cforest,8,1,switches between -C2-U3 & C2+U3 based on C1,ignore,none,range01,1.304673863,random,3444,18,cv,5,6,1,5,8,,,,,,
0.221,0.25,0.903,0.978,0.827,Thu Aug 10 20:28:11 2017,ctree,8,1,switches between -C2-U3 & C2+U3 based on C1,ignore,none,range01,1.304673863,random,3445,4,cv,5,6,1,5,0.9027647886,,,,,,
0.238,0.244,0.204,0.987,0.809,Thu Aug 10 20:28:15 2017,ctree2,8,1,switches between -C2-U3 & C2+U3 based on C1,ignore,none,range01,1.304673863,random,3446,4,cv,5,6,1,5,13,0.2039646322,,,,,
0.202,0.188,7,1.06,0.847,Thu Aug 10 20:28:48 2017,cubist,8,1,switches between -C2-U3 & C2+U3 based on C1,ignore,none,range01,1.304673863,random,3447,33,cv,5,6,1,5,6,7,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 20:28:54 2017,DENFIS,8,1,switches between -C2-U3 & C2+U3 based on C1,ignore,none,range01,5,,,,,,,,,,,,,,,
0.001,-0.005,0.015,1.311,1.061,Thu Aug 10 20:29:01 2017,dnn,8,1,switches between -C2-U3 & C2+U3 based on C1,ignore,none,range01,1.304673863,random,3449,8,cv,5,6,1,5,13,7,8,0.0731964665,0.0149581783,,
0.249,0.245,4,0.985,0.798,Thu Aug 10 20:29:07 2017,earth,8,1,switches between -C2-U3 & C2+U3 based on C1,ignore,none,range01,1.304673863,random,3450,5,cv,5,6,1,5,4,2,,,,,
0.07,0.077,NA,1.204,0.987,Thu Aug 10 20:29:10 2017,elm,8,1,switches between -C2-U3 & C2+U3 based on C1,ignore,none,range01,1.304673863,random,3451,3,cv,5,6,1,5,18,purelin,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 20:29:14 2017,enet,8,1,switches between -C2-U3 & C2+U3 based on C1,ignore,none,range01,4,,,,,,,,,,,,,,,
0.229,0.227,1.175,1.009,0.819,Thu Aug 10 20:32:13 2017,evtree,8,1,switches between -C2-U3 & C2+U3 based on C1,ignore,none,range01,1.304673863,random,3453,178,cv,5,6,1,5,1.1746572489,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 20:32:14 2017,extraTrees,8,1,switches between -C2-U3 & C2+U3 based on C1,ignore,none,range01,1,,,,,,,,,,,,,,,
0.061,0.07,9,1.213,0.997,Thu Aug 10 20:32:18 2017,foba,8,1,switches between -C2-U3 & C2+U3 based on C1,ignore,none,range01,1.304673863,random,3455,3,cv,5,6,1,5,9,0.1894259105,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 20:32:23 2017,gam,8,1,switches between -C2-U3 & C2+U3 based on C1,ignore,none,range01,5,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 20:32:29 2017,gamboost,8,1,switches between -C2-U3 & C2+U3 based on C1,ignore,none,range01,6,,,,,,,,,,,,,,,
0.07,0.077,0.06,1.204,0.987,Thu Aug 10 20:32:42 2017,gamSpline,8,1,switches between -C2-U3 & C2+U3 based on C1,ignore,none,range01,1.304673863,random,3458,12,cv,5,6,1,5,0.0603067991,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 20:32:48 2017,gaussprLinear,8,1,switches between -C2-U3 & C2+U3 based on C1,ignore,none,range01,6,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 20:32:59 2017,gaussprPoly,8,1,switches between -C2-U3 & C2+U3 based on C1,ignore,none,range01,10,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 20:33:10 2017,gaussprRadial,8,1,switches between -C2-U3 & C2+U3 based on C1,ignore,none,range01,11,,,,,,,,,,,,,,,
0.088,0.124,2362,1.143,0.968,Thu Aug 10 20:33:51 2017,gbm,8,1,switches between -C2-U3 & C2+U3 based on C1,ignore,none,range01,1.304673863,random,3462,41,cv,5,6,1,5,2362,7,0.1822760883,21,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 20:34:27 2017,gbm_h2o,8,1,switches between -C2-U3 & C2+U3 based on C1,ignore,none,range01,35,,,,,,,,,,,,,,,
0.041,0.046,-1,1.245,1.019,Thu Aug 10 20:34:30 2017,gcvEarth,8,1,switches between -C2-U3 & C2+U3 based on C1,ignore,none,range01,1.304673863,random,3464,3,cv,5,6,1,5,1,,,,,,
0.07,0.077,-1,1.204,0.987,Thu Aug 10 20:34:33 2017,glm,8,1,switches between -C2-U3 & C2+U3 based on C1,ignore,none,range01,1.304673863,random,3465,3,cv,5,6,1,5,none,,,,,,
0.068,0.073,NA,1.209,0.99,Thu Aug 10 20:34:38 2017,glm.nb,8,1,switches between -C2-U3 & C2+U3 based on C1,ignore,none,range01,1.304673863,random,3466,5,cv,5,6,1,5,identity,,,,,,
0.07,0.077,NA,1.204,0.987,Thu Aug 10 20:34:53 2017,glmboost,8,1,switches between -C2-U3 & C2+U3 based on C1,ignore,none,range01,1.304673863,random,3467,14,cv,5,6,1,5,729,no,,,,,
0.007,0.012,1.049,1.289,1.054,Thu Aug 10 20:34:57 2017,glmnet,8,1,switches between -C2-U3 & C2+U3 based on C1,ignore,none,range01,1.304673863,random,3468,4,cv,5,6,1,5,0.0078669637,1.0494030494,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 20:35:32 2017,glmnet_h2o,8,1,switches between -C2-U3 & C2+U3 based on C1,ignore,none,range01,35,,,,,,,,,,,,,,,
0.069,0.079,-1,1.201,0.989,Thu Aug 10 20:35:38 2017,glmStepAIC,8,1,switches between -C2-U3 & C2+U3 based on C1,ignore,none,range01,1.304673863,random,3470,5,cv,5,6,1,5,none,,,,,,
0.053,0.059,6,1.227,1.006,Thu Aug 10 20:35:49 2017,icr,8,1,switches between -C2-U3 & C2+U3 based on C1,ignore,none,range01,1.304673863,random,3471,11,cv,5,6,1,5,6,,,,,,
0.07,0.077,2,1.205,0.987,Thu Aug 10 20:35:52 2017,kernelpls,8,1,switches between -C2-U3 & C2+U3 based on C1,ignore,none,range01,1.304673863,random,3472,2,cv,5,6,1,5,2,,,,,,
0.11,0.098,NA,1.177,0.946,Thu Aug 10 20:36:07 2017,kknn,8,1,switches between -C2-U3 & C2+U3 based on C1,ignore,none,range01,1.304673863,random,3473,15,cv,5,6,1,5,58,0.5213449937,triweight,,,,
0.052,0.077,24,1.204,1.006,Thu Aug 10 20:36:10 2017,knn,8,1,switches between -C2-U3 & C2+U3 based on C1,ignore,none,range01,1.304673863,random,3474,3,cv,5,6,1,5,24,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 20:36:14 2017,krlsPoly,8,1,switches between -C2-U3 & C2+U3 based on C1,ignore,none,range01,4,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 20:36:18 2017,krlsRadial,8,1,switches between -C2-U3 & C2+U3 based on C1,ignore,none,range01,4,,,,,,,,,,,,,,,
0.052,0.065,0.32,1.22,1.007,Thu Aug 10 20:36:21 2017,lars,8,1,switches between -C2-U3 & C2+U3 based on C1,ignore,none,range01,1.304673863,random,3477,3,cv,5,6,1,5,0.3202770869,,,,,,
0.054,0.067,3,1.218,1.004,Thu Aug 10 20:36:24 2017,lars2,8,1,switches between -C2-U3 & C2+U3 based on C1,ignore,none,range01,1.304673863,random,3478,2,cv,5,6,1,5,3,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 20:36:28 2017,lasso,8,1,switches between -C2-U3 & C2+U3 based on C1,ignore,none,range01,3,,,,,,,,,,,,,,,
0.07,0.077,8,1.204,0.987,Thu Aug 10 20:36:30 2017,leapBackward,8,1,switches between -C2-U3 & C2+U3 based on C1,ignore,none,range01,1.304673863,random,3480,2,cv,5,6,1,5,8,,,,,,
0.069,0.079,2,1.201,0.989,Thu Aug 10 20:36:33 2017,leapForward,8,1,switches between -C2-U3 & C2+U3 based on C1,ignore,none,range01,1.304673863,random,3481,2,cv,5,6,1,5,2,,,,,,
0.07,0.077,8,1.204,0.987,Thu Aug 10 20:36:35 2017,leapSeq,8,1,switches between -C2-U3 & C2+U3 based on C1,ignore,none,range01,1.304673863,random,3482,2,cv,5,6,1,5,8,,,,,,
0.07,0.077,-1,1.204,0.987,Thu Aug 10 20:36:38 2017,lm,8,1,switches between -C2-U3 & C2+U3 based on C1,ignore,none,range01,1.304673863,random,3483,2,cv,5,6,1,5,TRUE,,,,,,
0.069,0.079,-1,1.201,0.989,Thu Aug 10 20:36:42 2017,lmStepAIC,8,1,switches between -C2-U3 & C2+U3 based on C1,ignore,none,range01,1.304673863,random,3484,4,cv,5,6,1,5,none,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 20:36:46 2017,logicBag,8,1,switches between -C2-U3 & C2+U3 based on C1,ignore,none,range01,4,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 20:36:50 2017,logreg,8,1,switches between -C2-U3 & C2+U3 based on C1,ignore,none,range01,4,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 20:36:51 2017,M5,8,1,switches between -C2-U3 & C2+U3 based on C1,ignore,none,range01,0,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 20:36:52 2017,M5Rules,8,1,switches between -C2-U3 & C2+U3 based on C1,ignore,none,range01,0,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 20:37:01 2017,msaenet,8,1,switches between -C2-U3 & C2+U3 based on C1,ignore,none,range01,8,,,,,,,,,,,,,,,
0.129,0.129,0.001,1.136,0.925,Thu Aug 10 20:37:09 2017,nnet,8,1,switches between -C2-U3 & C2+U3 based on C1,ignore,none,range01,1.304673863,random,3490,8,cv,5,6,1,5,7,0.0006215046,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 20:37:12 2017,nnls,8,1,switches between -C2-U3 & C2+U3 based on C1,ignore,none,range01,3,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 20:37:13 2017,ordinalNet,8,1,switches between -C2-U3 & C2+U3 based on C1,ignore,none,range01,0,,,,,,,,,,,,,,,
0.233,0.254,9,0.973,0.815,Thu Aug 10 20:37:43 2017,parRF,8,1,switches between -C2-U3 & C2+U3 based on C1,ignore,none,range01,1.304673863,random,3493,30,cv,5,6,1,5,9,,,,,,
0.018,-0.021,0.008,1.332,1.042,Thu Aug 10 20:37:52 2017,pcaNNet,8,1,switches between -C2-U3 & C2+U3 based on C1,ignore,none,range01,1.304673863,random,3494,8,cv,5,6,1,5,7,0.0078537387,,,,,
0.055,0.064,6,1.221,1.003,Thu Aug 10 20:37:55 2017,pcr,8,1,switches between -C2-U3 & C2+U3 based on C1,ignore,none,range01,1.304673863,random,3495,2,cv,5,6,1,5,6,,,,,,
Fail,Fail,Fail,Fail,PackageFail,Thu Aug 10 20:38:16 2017,pls,8,1,switches between -C2-U3 & C2+U3 based on C1,ignore,none,range01,23,,,,,,,,,,,,,,,
