0.335,0.212,0.659,0.889,0.593,Wed Aug 02 16:37:25 2017,avNNet,8,1,basic latent features,ignore,none,asis,1.127849791,random,333,53,adaptive_cv,16,5,2,2,19,0.0107744823,FALSE,,,,
0.005,0,1,1.216,0.805,Thu Aug 10 19:58:54 2017,lars2,8,1,smoothed switches between -C2-U3 & C2+U3 based on C1,ignore,none,asis,1.2157511757,random,3371,2,cv,5,6,1,5,1,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 19:59:03 2017,lasso,8,1,smoothed switches between -C2-U3 & C2+U3 based on C1,ignore,none,asis,4,,,,,,,,,,,,,,,
-0.052,-0.013,2,1.231,0.851,Thu Aug 10 19:59:06 2017,leapBackward,8,1,smoothed switches between -C2-U3 & C2+U3 based on C1,ignore,none,asis,1.2157511757,random,3373,3,cv,5,6,1,5,2,,,,,,
-0.057,-0.02,4,1.24,0.855,Thu Aug 10 19:59:09 2017,leapForward,8,1,smoothed switches between -C2-U3 & C2+U3 based on C1,ignore,none,asis,1.2157511757,random,3374,2,cv,5,6,1,5,4,,,,,,
-0.061,-0.02,5,1.24,0.858,Thu Aug 10 19:59:12 2017,leapSeq,8,1,smoothed switches between -C2-U3 & C2+U3 based on C1,ignore,none,asis,1.2157511757,random,3375,3,cv,5,6,1,5,5,,,,,,
-0.055,-0.016,-1,1.235,0.854,Thu Aug 10 19:59:15 2017,lm,8,1,smoothed switches between -C2-U3 & C2+U3 based on C1,ignore,none,asis,1.2157511757,random,3376,3,cv,5,6,1,5,TRUE,,,,,,
-0.03,-0.008,-1,1.225,0.834,Thu Aug 10 19:59:20 2017,lmStepAIC,8,1,smoothed switches between -C2-U3 & C2+U3 based on C1,ignore,none,asis,1.2157511757,random,3377,4,cv,5,6,1,5,none,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 19:59:25 2017,logicBag,8,1,smoothed switches between -C2-U3 & C2+U3 based on C1,ignore,none,asis,4,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 19:59:30 2017,logreg,8,1,smoothed switches between -C2-U3 & C2+U3 based on C1,ignore,none,asis,5,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 19:59:31 2017,M5,8,1,smoothed switches between -C2-U3 & C2+U3 based on C1,ignore,none,asis,1,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 19:59:32 2017,M5Rules,8,1,smoothed switches between -C2-U3 & C2+U3 based on C1,ignore,none,asis,0,,,,,,,,,,,,,,,
-0.03,-0.008,2.319,1.225,0.834,Thu Aug 10 19:59:44 2017,msaenet,8,1,smoothed switches between -C2-U3 & C2+U3 based on C1,ignore,none,asis,1.2157511757,random,3382,11,cv,5,6,1,5,0.1829255585,8,2.3194404221,,,,
-0.015,0.016,0.234,1.196,0.821,Thu Aug 10 19:59:54 2017,nnet,8,1,smoothed switches between -C2-U3 & C2+U3 based on C1,ignore,none,asis,1.2157511757,random,3383,10,cv,5,6,1,5,19,0.233897132,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 19:59:58 2017,nnls,8,1,smoothed switches between -C2-U3 & C2+U3 based on C1,ignore,none,asis,3,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 19:59:58 2017,ordinalNet,8,1,smoothed switches between -C2-U3 & C2+U3 based on C1,ignore,none,asis,0,,,,,,,,,,,,,,,
-0.057,0.023,7,1.188,0.855,Thu Aug 10 20:00:40 2017,parRF,8,1,smoothed switches between -C2-U3 & C2+U3 based on C1,ignore,none,asis,1.2157511757,random,3386,41,cv,5,6,1,5,7,,,,,,
0.02,0.049,0.094,1.156,0.793,Thu Aug 10 20:00:50 2017,pcaNNet,8,1,smoothed switches between -C2-U3 & C2+U3 based on C1,ignore,none,asis,1.2157511757,random,3387,10,cv,5,6,1,5,15,0.0940459305,,,,,
-0.011,-0.011,2,1.229,0.818,Thu Aug 10 20:00:54 2017,pcr,8,1,smoothed switches between -C2-U3 & C2+U3 based on C1,ignore,none,asis,1.2157511757,random,3388,3,cv,5,6,1,5,2,,,,,,
Fail,Fail,Fail,Fail,PackageFail,Thu Aug 10 20:01:22 2017,pls,8,1,smoothed switches between -C2-U3 & C2+U3 based on C1,ignore,none,asis,31,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 20:03:06 2017,plsRglm,8,1,smoothed switches between -C2-U3 & C2+U3 based on C1,ignore,none,asis,4,,,,,,,,,,,,,,,
-0.059,0.042,3,1.165,0.857,Thu Aug 10 20:03:11 2017,ppr,8,1,smoothed switches between -C2-U3 & C2+U3 based on C1,ignore,none,asis,1.2157511757,random,3391,4,cv,5,6,1,5,3,,,,,,
Fail,Fail,Fail,Fail,PackageFail,Thu Aug 10 20:03:33 2017,pythonKnnReg,8,1,smoothed switches between -C2-U3 & C2+U3 based on C1,ignore,none,asis,27,,,,,,,,,,,,,,,
-0.736,-0.502,9,1.826,1.404,Thu Aug 10 20:05:47 2017,qrf,8,1,smoothed switches between -C2-U3 & C2+U3 based on C1,ignore,none,asis,1.2157511757,random,3393,47,cv,5,6,1,5,9,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 20:05:58 2017,qrnn,8,1,smoothed switches between -C2-U3 & C2+U3 based on C1,ignore,none,asis,11,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 20:05:59 2017,randomGLM,8,1,smoothed switches between -C2-U3 & C2+U3 based on C1,ignore,none,asis,0,,,,,,,,,,,,,,,
-0.037,0.037,7,1.17,0.839,Thu Aug 10 20:06:09 2017,ranger,8,1,smoothed switches between -C2-U3 & C2+U3 based on C1,ignore,none,asis,1.2157511757,random,3396,10,cv,5,6,1,5,7,,,,,,
-0.091,-0.022,9,1.243,0.882,Thu Aug 10 20:08:20 2017,Rborist,8,1,smoothed switches between -C2-U3 & C2+U3 based on C1,ignore,none,asis,1.2157511757,random,3397,131,cv,5,6,1,5,9,,,,,,
0.006,-0.003,27.151,1.219,0.804,Thu Aug 10 20:08:25 2017,relaxo,8,1,smoothed switches between -C2-U3 & C2+U3 based on C1,ignore,none,asis,1.2157511757,random,3398,4,cv,5,6,1,5,27.1513549544,0.740025261,,,,,
-0.065,0.019,7,1.193,0.861,Thu Aug 10 20:08:46 2017,rf,8,1,smoothed switches between -C2-U3 & C2+U3 based on C1,ignore,none,asis,1.2157511757,random,3399,21,cv,5,6,1,5,7,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 20:08:50 2017,ridge,8,1,smoothed switches between -C2-U3 & C2+U3 based on C1,ignore,none,asis,4,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 20:08:55 2017,rlm,8,1,smoothed switches between -C2-U3 & C2+U3 based on C1,ignore,none,asis,4,,,,,,,,,,,,,,,
-0.283,-0.127,0.019,1.37,1.038,Thu Aug 10 20:08:58 2017,rpart,8,1,smoothed switches between -C2-U3 & C2+U3 based on C1,ignore,none,asis,1.2157511757,random,3402,3,cv,5,6,1,5,0.0192543305,,,,,,
-0.219,-0.131,-1,1.375,0.986,Thu Aug 10 20:09:01 2017,rpart1SE,8,1,smoothed switches between -C2-U3 & C2+U3 based on C1,ignore,none,asis,1.2157511757,random,3403,2,cv,5,6,1,5,none,,,,,,
-0.088,-0.032,1,1.254,0.88,Thu Aug 10 20:09:04 2017,rpart2,8,1,smoothed switches between -C2-U3 & C2+U3 based on C1,ignore,none,asis,1.2157511757,random,3404,3,cv,5,6,1,5,1,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 20:09:05 2017,rqlasso,8,1,smoothed switches between -C2-U3 & C2+U3 based on C1,ignore,none,asis,1,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 20:09:05 2017,rqnc,8,1,smoothed switches between -C2-U3 & C2+U3 based on C1,ignore,none,asis,0,,,,,,,,,,,,,,,
0.138,0.175,0.476,1.003,0.697,Thu Aug 10 20:09:56 2017,RRF,8,1,smoothed switches between -C2-U3 & C2+U3 based on C1,ignore,none,asis,1.2157511757,random,3407,50,cv,5,6,1,5,9,0.1363958397,0.4764536382,,,,
0.046,0.094,0.098,1.101,0.772,Thu Aug 10 20:10:24 2017,RRFglobal,8,1,smoothed switches between -C2-U3 & C2+U3 based on C1,ignore,none,asis,1.2157511757,random,3408,27,cv,5,6,1,5,6,0.0979041373,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 20:10:33 2017,rvmLinear,8,1,smoothed switches between -C2-U3 & C2+U3 based on C1,ignore,none,asis,9,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 20:11:12 2017,rvmPoly,8,1,smoothed switches between -C2-U3 & C2+U3 based on C1,ignore,none,asis,39,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 20:11:56 2017,rvmRadial,8,1,smoothed switches between -C2-U3 & C2+U3 based on C1,ignore,none,asis,44,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 20:12:01 2017,SBC,8,1,smoothed switches between -C2-U3 & C2+U3 based on C1,ignore,none,asis,4,,,,,,,,,,,,,,,
-0.055,-0.016,8,1.235,0.854,Thu Aug 10 20:12:04 2017,simpls,8,1,smoothed switches between -C2-U3 & C2+U3 based on C1,ignore,none,asis,1.2157511757,random,3413,3,cv,5,6,1,5,8,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 20:13:28 2017,spikeslab,8,1,smoothed switches between -C2-U3 & C2+U3 based on C1,ignore,none,asis,84,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 20:13:32 2017,spls,8,1,smoothed switches between -C2-U3 & C2+U3 based on C1,ignore,none,asis,4,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 20:13:36 2017,superpc,8,1,smoothed switches between -C2-U3 & C2+U3 based on C1,ignore,none,asis,4,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 20:13:37 2017,svmBoundrangeString,8,1,smoothed switches between -C2-U3 & C2+U3 based on C1,ignore,none,asis,0,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 20:13:38 2017,svmExpoString,8,1,smoothed switches between -C2-U3 & C2+U3 based on C1,ignore,none,asis,0,,,,,,,,,,,,,,,
NA,NA,0.234,NA,NA,Thu Aug 10 20:14:09 2017,svmLinear,8,1,smoothed switches between -C2-U3 & C2+U3 based on C1,ignore,none,asis,1.2157511757,random,3419,31,cv,5,6,1,5,0.2343016978,,,,,,
-0.008,-0.003,1012.894,1.219,0.816,Thu Aug 10 20:17:01 2017,svmLinear2,8,1,smoothed switches between -C2-U3 & C2+U3 based on C1,ignore,none,asis,1.2157511757,random,3420,172,cv,5,6,1,5,1012.8943981403,,,,,,
-0.006,-0.004,NA,1.221,0.814,Thu Aug 10 20:17:09 2017,svmLinear3,8,1,smoothed switches between -C2-U3 & C2+U3 based on C1,ignore,none,asis,1.2157511757,random,3421,8,cv,5,6,1,5,0.0114531376,L2,,,,,
NA,NA,0.319,NA,NA,Thu Aug 10 20:18:03 2017,svmPoly,8,1,smoothed switches between -C2-U3 & C2+U3 based on C1,ignore,none,asis,1.2157511757,random,3422,53,cv,5,6,1,5,2,0.1850172831,0.3188144349,,,,
NA,NA,1.361,NA,NA,Thu Aug 10 20:18:07 2017,svmRadial,8,1,smoothed switches between -C2-U3 & C2+U3 based on C1,ignore,none,asis,1.2157511757,random,3423,4,cv,5,6,1,5,0.2001552713,1.3606876551,,,,,
NA,NA,36.934,NA,NA,Thu Aug 10 20:18:14 2017,svmRadialCost,8,1,smoothed switches between -C2-U3 & C2+U3 based on C1,ignore,none,asis,1.2157511757,random,3424,7,cv,5,6,1,5,36.9338843268,,,,,,
NA,NA,86.044,NA,NA,Thu Aug 10 20:18:22 2017,svmRadialSigma,8,1,smoothed switches between -C2-U3 & C2+U3 based on C1,ignore,none,asis,1.2157511757,random,3425,7,cv,5,6,1,5,0.0267919011,86.0438991785,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 20:18:22 2017,svmSpectrumString,8,1,smoothed switches between -C2-U3 & C2+U3 based on C1,ignore,none,asis,0,,,,,,,,,,,,,,,
-0.056,0.024,-1,1.186,0.854,Thu Aug 10 20:18:30 2017,treebag,8,1,smoothed switches between -C2-U3 & C2+U3 based on C1,ignore,none,asis,1.2157511757,random,3427,7,cv,5,6,1,5,none,,,,,,
-0.055,-0.016,7,1.235,0.854,Thu Aug 10 20:18:47 2017,widekernelpls,8,1,smoothed switches between -C2-U3 & C2+U3 based on C1,ignore,none,asis,1.2157511757,random,3428,17,cv,5,6,1,5,7,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 20:19:03 2017,WM,8,1,smoothed switches between -C2-U3 & C2+U3 based on C1,ignore,none,asis,15,,,,,,,,,,,,,,,
-0.177,-0.047,2.779,1.273,0.952,Thu Aug 10 20:19:20 2017,xgbLinear,8,1,smoothed switches between -C2-U3 & C2+U3 based on C1,ignore,none,asis,1.2157511757,random,3430,17,cv,5,6,1,5,46,0.3433926176,0.0001831857,2.7791678086,,,
0.037,0.122,415,1.068,0.779,Thu Aug 10 20:20:32 2017,xgbTree,8,1,smoothed switches between -C2-U3 & C2+U3 based on C1,ignore,none,asis,1.2157511757,random,3431,72,cv,5,6,1,5,415,9,0.2672883614,5.2965881606,0.5900099155,19,0.5219004412
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 20:20:38 2017,xyf,8,1,smoothed switches between -C2-U3 & C2+U3 based on C1,ignore,none,asis,5,,,,,,,,,,,,,,,
0.107,0.082,NA,1.331,1.045,Thu Aug 10 20:57:31 2017,avNNet,8,1,switches between -C2-U3 & C2+U3 based on C1,ignore,none,asis,1.4501137192,random,3540,35,cv,5,6,1,5,7,0.0008221621,FALSE,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 20:57:35 2017,bag,8,1,switches between -C2-U3 & C2+U3 based on C1,ignore,none,asis,3,,,,,,,,,,,,,,,
0.305,0.275,8,1.051,0.813,Thu Aug 10 20:59:23 2017,bagEarth,8,1,switches between -C2-U3 & C2+U3 based on C1,ignore,none,asis,1.4501137192,random,3542,108,cv,5,6,1,5,8,2,,,,,
0.074,0.052,-1,1.374,1.083,Thu Aug 10 20:59:44 2017,bagEarthGCV,8,1,switches between -C2-U3 & C2+U3 based on C1,ignore,none,asis,1.4501137192,random,3543,21,cv,5,6,1,5,1,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 20:59:49 2017,bam,8,1,switches between -C2-U3 & C2+U3 based on C1,ignore,none,asis,5,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 20:59:50 2017,bartMachine,8,1,switches between -C2-U3 & C2+U3 based on C1,ignore,none,asis,1,,,,,,,,,,,,,,,
0.094,0.076,-1,1.341,1.059,Thu Aug 10 20:59:53 2017,bayesglm,8,1,switches between -C2-U3 & C2+U3 based on C1,ignore,none,asis,1.4501137192,random,3546,2,cv,5,6,1,5,none,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 21:00:29 2017,blasso,8,1,switches between -C2-U3 & C2+U3 based on C1,ignore,none,asis,35,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 21:01:03 2017,blassoAveraged,8,1,switches between -C2-U3 & C2+U3 based on C1,ignore,none,asis,34,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 21:01:35 2017,bridge,8,1,switches between -C2-U3 & C2+U3 based on C1,ignore,none,asis,31,,,,,,,,,,,,,,,
0.091,0.071,29,1.347,1.063,Thu Aug 10 21:02:39 2017,BstLm,8,1,switches between -C2-U3 & C2+U3 based on C1,ignore,none,asis,1.4501137192,random,3550,64,cv,5,6,1,5,29,0.5744175928,,,,,
0.043,0.043,5,1.388,1.119,Thu Aug 10 21:02:57 2017,cforest,8,1,switches between -C2-U3 & C2+U3 based on C1,ignore,none,asis,1.4501137192,random,3551,17,cv,5,6,1,5,5,,,,,,
0.154,0.111,0.127,1.289,0.99,Thu Aug 10 21:03:03 2017,ctree,8,1,switches between -C2-U3 & C2+U3 based on C1,ignore,none,asis,1.4501137192,random,3552,5,cv,5,6,1,5,0.1265285492,,,,,,
0.214,0.166,0.026,1.209,0.919,Thu Aug 10 21:03:08 2017,ctree2,8,1,switches between -C2-U3 & C2+U3 based on C1,ignore,none,asis,1.4501137192,random,3553,5,cv,5,6,1,5,5,0.0258275166,,,,,
0.281,0.238,6,1.105,0.841,Thu Aug 10 21:04:27 2017,cubist,8,1,switches between -C2-U3 & C2+U3 based on C1,ignore,none,asis,1.4501137192,random,3554,79,cv,5,6,1,5,43,6,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 21:04:32 2017,DENFIS,8,1,switches between -C2-U3 & C2+U3 based on C1,ignore,none,asis,4,,,,,,,,,,,,,,,
0,0,0.079,1.451,1.169,Thu Aug 10 21:04:44 2017,dnn,8,1,switches between -C2-U3 & C2+U3 based on C1,ignore,none,asis,1.4501137192,random,3556,7,cv,5,6,1,5,17,9,11,0.0288928638,0.0792677501,,
0.267,0.246,12,1.093,0.857,Thu Aug 10 21:04:50 2017,earth,8,1,switches between -C2-U3 & C2+U3 based on C1,ignore,none,asis,1.4501137192,random,3557,5,cv,5,6,1,5,12,2,,,,,
-0.003,-0.072,NA,1.555,1.173,Thu Aug 10 21:04:53 2017,elm,8,1,switches between -C2-U3 & C2+U3 based on C1,ignore,none,asis,1.4501137192,random,3558,3,cv,5,6,1,5,11,radbas,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 21:04:57 2017,enet,8,1,switches between -C2-U3 & C2+U3 based on C1,ignore,none,asis,4,,,,,,,,,,,,,,,
0.141,0.107,1.697,1.295,1.005,Thu Aug 10 21:07:25 2017,evtree,8,1,switches between -C2-U3 & C2+U3 based on C1,ignore,none,asis,1.4501137192,random,3560,148,cv,5,6,1,5,1.6973708682,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 21:07:26 2017,extraTrees,8,1,switches between -C2-U3 & C2+U3 based on C1,ignore,none,asis,1,,,,,,,,,,,,,,,
0.089,0.073,4,1.345,1.065,Thu Aug 10 21:07:30 2017,foba,8,1,switches between -C2-U3 & C2+U3 based on C1,ignore,none,asis,1.4501137192,random,3562,3,cv,5,6,1,5,4,0.0075833184,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 21:07:36 2017,gam,8,1,switches between -C2-U3 & C2+U3 based on C1,ignore,none,asis,6,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 21:07:42 2017,gamboost,8,1,switches between -C2-U3 & C2+U3 based on C1,ignore,none,asis,6,,,,,,,,,,,,,,,
0.095,0.076,1.163,1.34,1.059,Thu Aug 10 21:07:53 2017,gamSpline,8,1,switches between -C2-U3 & C2+U3 based on C1,ignore,none,asis,1.4501137192,random,3565,10,cv,5,6,1,5,1.1627006426,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 21:08:00 2017,gaussprLinear,8,1,switches between -C2-U3 & C2+U3 based on C1,ignore,none,asis,6,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 21:08:10 2017,gaussprPoly,8,1,switches between -C2-U3 & C2+U3 based on C1,ignore,none,asis,10,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 21:08:22 2017,gaussprRadial,8,1,switches between -C2-U3 & C2+U3 based on C1,ignore,none,asis,11,,,,,,,,,,,,,,,
0.149,0.125,1711,1.269,0.995,Thu Aug 10 21:08:49 2017,gbm,8,1,switches between -C2-U3 & C2+U3 based on C1,ignore,none,asis,1.4501137192,random,3569,27,cv,5,6,1,5,1711,10,0.0368075355,14,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 21:09:30 2017,gbm_h2o,8,1,switches between -C2-U3 & C2+U3 based on C1,ignore,none,asis,40,,,,,,,,,,,,,,,
0.056,0.052,-1,1.375,1.105,Thu Aug 10 21:09:33 2017,gcvEarth,8,1,switches between -C2-U3 & C2+U3 based on C1,ignore,none,asis,1.4501137192,random,3571,3,cv,5,6,1,5,1,,,,,,
0.094,0.076,-1,1.341,1.059,Thu Aug 10 21:09:37 2017,glm,8,1,switches between -C2-U3 & C2+U3 based on C1,ignore,none,asis,1.4501137192,random,3572,2,cv,5,6,1,5,none,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 21:09:42 2017,glm.nb,8,1,switches between -C2-U3 & C2+U3 based on C1,ignore,none,asis,5,,,,,,,,,,,,,,,
0.036,0.038,NA,1.395,1.128,Thu Aug 10 21:09:55 2017,glmboost,8,1,switches between -C2-U3 & C2+U3 based on C1,ignore,none,asis,1.4501137192,random,3574,12,cv,5,6,1,5,7,no,,,,,
0.071,0.062,0.071,1.36,1.086,Thu Aug 10 21:09:59 2017,glmnet,8,1,switches between -C2-U3 & C2+U3 based on C1,ignore,none,asis,1.4501137192,random,3575,4,cv,5,6,1,5,0.8876256479,0.0710479508,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 21:10:38 2017,glmnet_h2o,8,1,switches between -C2-U3 & C2+U3 based on C1,ignore,none,asis,39,,,,,,,,,,,,,,,
0.091,0.067,-1,1.353,1.063,Thu Aug 10 21:10:46 2017,glmStepAIC,8,1,switches between -C2-U3 & C2+U3 based on C1,ignore,none,asis,1.4501137192,random,3577,7,cv,5,6,1,5,none,,,,,,
0.002,-0.002,1,1.452,1.168,Thu Aug 10 21:10:57 2017,icr,8,1,switches between -C2-U3 & C2+U3 based on C1,ignore,none,asis,1.4501137192,random,3578,10,cv,5,6,1,5,1,,,,,,
0.087,0.079,1,1.335,1.067,Thu Aug 10 21:11:00 2017,kernelpls,8,1,switches between -C2-U3 & C2+U3 based on C1,ignore,none,asis,1.4501137192,random,3579,3,cv,5,6,1,5,1,,,,,,
0.175,0.163,NA,1.213,0.964,Thu Aug 10 21:11:21 2017,kknn,8,1,switches between -C2-U3 & C2+U3 based on C1,ignore,none,asis,1.4501137192,random,3580,21,cv,5,6,1,5,64,1.1518996842,triweight,,,,
0.067,0.071,45,1.347,1.091,Thu Aug 10 21:11:24 2017,knn,8,1,switches between -C2-U3 & C2+U3 based on C1,ignore,none,asis,1.4501137192,random,3581,3,cv,5,6,1,5,45,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 21:11:29 2017,krlsPoly,8,1,switches between -C2-U3 & C2+U3 based on C1,ignore,none,asis,4,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 21:11:34 2017,krlsRadial,8,1,switches between -C2-U3 & C2+U3 based on C1,ignore,none,asis,4,,,,,,,,,,,,,,,
0.035,0.037,0.215,1.396,1.129,Thu Aug 10 21:11:37 2017,lars,8,1,switches between -C2-U3 & C2+U3 based on C1,ignore,none,asis,1.4501137192,random,3584,3,cv,5,6,1,5,0.2149713074,,,,,,
0.063,0.056,3,1.369,1.096,Thu Aug 10 21:11:40 2017,lars2,8,1,switches between -C2-U3 & C2+U3 based on C1,ignore,none,asis,1.4501137192,random,3585,3,cv,5,6,1,5,3,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 21:11:44 2017,lasso,8,1,switches between -C2-U3 & C2+U3 based on C1,ignore,none,asis,4,,,,,,,,,,,,,,,
0.091,0.067,2,1.353,1.063,Thu Aug 10 21:11:47 2017,leapBackward,8,1,switches between -C2-U3 & C2+U3 based on C1,ignore,none,asis,1.4501137192,random,3587,2,cv,5,6,1,5,2,,,,,,
0.094,0.075,7,1.342,1.06,Thu Aug 10 21:11:50 2017,leapForward,8,1,switches between -C2-U3 & C2+U3 based on C1,ignore,none,asis,1.4501137192,random,3588,2,cv,5,6,1,5,7,,,,,,
0.091,0.067,2,1.353,1.063,Thu Aug 10 21:11:54 2017,leapSeq,8,1,switches between -C2-U3 & C2+U3 based on C1,ignore,none,asis,1.4501137192,random,3589,3,cv,5,6,1,5,2,,,,,,
0.094,0.076,-1,1.341,1.059,Thu Aug 10 21:11:56 2017,lm,8,1,switches between -C2-U3 & C2+U3 based on C1,ignore,none,asis,1.4501137192,random,3590,2,cv,5,6,1,5,TRUE,,,,,,
0.091,0.067,-1,1.353,1.063,Thu Aug 10 21:12:02 2017,lmStepAIC,8,1,switches between -C2-U3 & C2+U3 based on C1,ignore,none,asis,1.4501137192,random,3591,5,cv,5,6,1,5,none,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 21:12:07 2017,logicBag,8,1,switches between -C2-U3 & C2+U3 based on C1,ignore,none,asis,4,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 21:12:11 2017,logreg,8,1,switches between -C2-U3 & C2+U3 based on C1,ignore,none,asis,4,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 21:12:12 2017,M5,8,1,switches between -C2-U3 & C2+U3 based on C1,ignore,none,asis,0,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 21:12:13 2017,M5Rules,8,1,switches between -C2-U3 & C2+U3 based on C1,ignore,none,asis,1,,,,,,,,,,,,,,,
0.091,0.067,3.089,1.353,1.063,Thu Aug 10 21:12:25 2017,msaenet,8,1,switches between -C2-U3 & C2+U3 based on C1,ignore,none,asis,1.4501137192,random,3596,11,cv,5,6,1,5,0.3325493484,3,3.0890285943,,,,
0.089,0.068,0.456,1.352,1.065,Thu Aug 10 21:12:36 2017,nnet,8,1,switches between -C2-U3 & C2+U3 based on C1,ignore,none,asis,1.4501137192,random,3597,10,cv,5,6,1,5,8,0.4562036161,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 21:12:40 2017,nnls,8,1,switches between -C2-U3 & C2+U3 based on C1,ignore,none,asis,4,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 21:12:41 2017,ordinalNet,8,1,switches between -C2-U3 & C2+U3 based on C1,ignore,none,asis,0,,,,,,,,,,,,,,,
0.268,0.237,8,1.106,0.856,Thu Aug 10 21:13:19 2017,parRF,8,1,switches between -C2-U3 & C2+U3 based on C1,ignore,none,asis,1.4501137192,random,3600,38,cv,5,6,1,5,8,,,,,,
0.1,0.075,0.171,1.341,1.053,Thu Aug 10 21:13:27 2017,pcaNNet,8,1,switches between -C2-U3 & C2+U3 based on C1,ignore,none,asis,1.4501137192,random,3601,7,cv,5,6,1,5,5,0.1706505716,,,,,
0.037,0.054,5,1.371,1.126,Thu Aug 10 21:13:31 2017,pcr,8,1,switches between -C2-U3 & C2+U3 based on C1,ignore,none,asis,1.4501137192,random,3602,3,cv,5,6,1,5,5,,,,,,
Fail,Fail,Fail,Fail,PackageFail,Thu Aug 10 21:13:58 2017,pls,8,1,switches between -C2-U3 & C2+U3 based on C1,ignore,none,asis,30,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 21:16:32 2017,plsRglm,8,1,switches between -C2-U3 & C2+U3 based on C1,ignore,none,asis,154,,,,,,,,,,,,,,,
0.044,0.054,2,1.372,1.118,Thu Aug 10 21:16:44 2017,ppr,8,1,switches between -C2-U3 & C2+U3 based on C1,ignore,none,asis,1.4501137192,random,3605,6,cv,5,6,1,5,2,,,,,,
